root_id,primary_type,class,nt_type,group
720575940606892674,KCg-s2,Kenyon_Cell,ACH,MB_CA.CRE
720575940607038386,KCg-s3,Kenyon_Cell,ACH,MB_CA.CRE
720575940620684014,KCg-s2,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940623111679,KCg-s1,Kenyon_Cell,ACH,PLP.MB_ML
720575940639684515,KCg-s1,Kenyon_Cell,ACH,PLP.MB_ML
