root_id,primary_type,class,nt_type,group
720575940606954114,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940606954507,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940606963586,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940606967682,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940606967730,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940606968962,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940607010825,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940607146162,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940607177906,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940607180722,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940607185074,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940607280306,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940607280818,KCg-m,Kenyon_Cell,ACH,MB_CA.SMP
720575940607763467,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940607792139,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940607793675,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940607828233,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940607900867,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940607930716,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940607978820,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940607984651,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940608015627,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940608152021,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608158300,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608176514,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608286556,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608328713,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608344331,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608345867,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608383243,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608386315,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608393739,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608407049,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608437769,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608452617,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608456715,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608471563,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608496835,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608524483,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940608525763,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608527150,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940608530955,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940608532675,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940608535819,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608537027,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608544011,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608564233,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608631342,KCg-m,Kenyon_Cell,ACH,PLP.CRE
720575940608644654,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608662485,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608663765,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608682453,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608708875,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608767957,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608768213,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608801749,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608810709,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608820600,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940608823509,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940608997571,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609133102,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609149394,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609179331,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940609202244,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609203268,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609226702,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609271854,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609318446,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609378424,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609694818,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609708100,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609747780,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609768290,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609873358,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609935310,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609950869,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940609963248,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610029432,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940610191795,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610206387,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610218360,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610307374,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610323674,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610359650,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610375726,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610406776,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610562713,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610631544,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610710130,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940610739930,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610743282,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610774451,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610823141,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
